"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","Day"
"9082",2007-01-07,2019-11-03 07:21:00,0.272,0.062,243.48,1.2,0,0,0,0
"9083",2007-01-07,2019-11-03 07:22:00,0.36,0.186,243.76,1.6,0,0,0,0
"9084",2007-01-07,2019-11-03 07:23:00,0.356,0.184,243.69,1.6,0,0,0,0
"9085",2007-01-07,2019-11-03 07:24:00,0.348,0.184,243.63,1.6,0,0,0,0
"9086",2007-01-07,2019-11-03 07:25:00,0.346,0.184,243.75,1.6,0,0,0,0
"9087",2007-01-07,2019-11-03 07:26:00,0.6066,0.192,244.73,1.6,0,0,0,0
"9088",2007-01-07,2019-11-03 07:27:00,0.352,0.192,244.82,1.6,0,0,0,0
"9089",2007-01-07,2019-11-03 07:28:00,0.6063,0.19,244.44,1.6,0,0,0,0
"9090",2007-01-07,2019-11-03 07:29:00,0.60595,0.186,243.71,1.6,0,0,0,0
"9091",2007-01-07,2019-11-03 07:30:00,0.338,0.182,243.25,1.6,0,0,0,0
"9092",2007-01-07,2019-11-03 07:31:00,0.6053,0.184,243.26,1.6,0,0,0,0
"9093",2007-01-07,2019-11-03 07:32:00,0.344,0.184,243.57,1.6,0,0,0,0
"9094",2007-01-07,2019-11-03 07:33:00,0.342,0.182,243.2,1.6,0,0,0,0
"9095",2007-01-07,2019-11-03 07:34:00,0.5973,0.178,242.51,1.6,0,0,0,0
"9096",2007-01-07,2019-11-03 07:35:00,0.334,0.18,242.98,1.6,0,0,0,0
"9097",2007-01-07,2019-11-03 07:36:00,0.59045,0.182,243.26,1.6,0,0,0,0
"9098",2007-01-07,2019-11-03 07:37:00,0.58935,0.194,243.36,1.8,0,0,0,0
"9099",2007-01-07,2019-11-03 07:38:00,0.326,0.152,243.62,1.4,0,0,0,0
"9100",2007-01-07,2019-11-03 07:39:00,0.5851,0.154,243.94,1.4,0,0,0,0
"9101",2007-01-07,2019-11-03 07:40:00,0.58315,0.16,244.93,1.4,0,0,0,0
"9102",2007-01-07,2019-11-03 07:41:00,0.322,0.162,245.29,1.4,0,0,0,0
"9103",2007-01-07,2019-11-03 07:42:00,0.5794,0.156,244.42,1.4,0,0,0,0
"9104",2007-01-07,2019-11-03 07:43:00,0.5785,0.146,242.61,1.4,0,0,0,0
"9105",2007-01-07,2019-11-03 07:44:00,0.318,0.148,242.59,1.4,0,0,0,0
"9106",2007-01-07,2019-11-03 07:45:00,0.5779,0.15,242.93,1.4,0,0,0,0
"9107",2007-01-07,2019-11-03 07:46:00,0.57595,0.048,242.43,1,0,0,0,0
"9108",2007-01-07,2019-11-03 07:47:00,0.574,0,242.72,1,0,0,0,0
"9109",2007-01-07,2019-11-03 07:48:00,0.246,0,242.54,1,0,0,0,0
"9110",2007-01-07,2019-11-03 07:49:00,0.248,0,243.33,1,0,0,0,0
"9111",2007-01-07,2019-11-03 07:50:00,0.5683,0.048,243.91,1,0,0,0,0
"9112",2007-01-07,2019-11-03 07:51:00,0.5664,0.05,244.36,1,0,0,0,0
"9113",2007-01-07,2019-11-03 07:52:00,0.242,0.046,243.46,1,0,0,0,0
"9114",2007-01-07,2019-11-03 07:53:00,0.246,0.046,243.47,1,0,0,0,0
"9115",2007-01-07,2019-11-03 07:54:00,0.56105,0.046,243.56,1,0,0,0,0
"9116",2007-01-07,2019-11-03 07:55:00,0.55925,0,243.08,1,0,0,0,0
"9117",2007-01-07,2019-11-03 07:56:00,0.5574,0,243.06,1,0,0,0,0
"9118",2007-01-07,2019-11-03 07:57:00,0.24,0.046,243.31,1,0,0,0,0
"9119",2007-01-07,2019-11-03 07:58:00,0.242,0,242.98,1,0,0,0,0
"9120",2007-01-07,2019-11-03 07:59:00,0.55215,0.046,243.13,1,0,0,0,0
"9121",2007-01-07,2019-11-03 08:00:00,0.246,0,242.64,1,0,0,0,0
"9122",2007-01-07,2019-11-03 08:01:00,0.246,0,242.58,1,0,0,0,0
"9123",2007-01-07,2019-11-03 08:02:00,0.258,0.05,242.78,1.2,0,0,0,0
"9124",2007-01-07,2019-11-03 08:03:00,0.352,0.178,242.77,1.6,0,0,0,0
"9125",2007-01-07,2019-11-03 08:04:00,0.54885,0.182,243.29,1.6,0,0,0,0
"9126",2007-01-07,2019-11-03 08:05:00,0.346,0.18,243,1.6,0,0,0,0
"9127",2007-01-07,2019-11-03 08:06:00,0.346,0.184,243.51,1.6,0,0,0,0
"9128",2007-01-07,2019-11-03 08:07:00,0.344,0.18,243.02,1.6,0,0,0,0
"9129",2007-01-07,2019-11-03 08:08:00,0.342,0.18,242.85,1.6,0,0,0,0
"9130",2007-01-07,2019-11-03 08:09:00,0.346,0.174,242.08,1.6,0,0,0,0
"9131",2007-01-07,2019-11-03 08:10:00,0.344,0.176,242.41,1.6,0,0,0,0
"9132",2007-01-07,2019-11-03 08:11:00,0.342,0.174,242.01,1.6,0,0,0,0
"9133",2007-01-07,2019-11-03 08:12:00,0.344,0.18,242.88,1.6,0,0,0,0
"9134",2007-01-07,2019-11-03 08:13:00,0.344,0.18,242.97,1.6,0,0,0,0
"9135",2007-01-07,2019-11-03 08:14:00,0.5486,0.182,243.07,1.6,0,0,0,0
"9136",2007-01-07,2019-11-03 08:15:00,0.342,0.18,243.03,1.6,0,0,0,0
"9137",2007-01-07,2019-11-03 08:16:00,0.338,0.182,243.13,1.6,0,0,0,0
"9138",2007-01-07,2019-11-03 08:17:00,0.548,0.184,243.36,1.6,0,0,0,0
"9139",2007-01-07,2019-11-03 08:18:00,0.36,0.196,243.57,1.8,0,0,0,0
"9140",2007-01-07,2019-11-03 08:19:00,0.54875,0.158,243.6,1.4,0,0,0,0
"9141",2007-01-07,2019-11-03 08:20:00,0.318,0.152,243.2,1.4,0,0,0,0
"9142",2007-01-07,2019-11-03 08:21:00,0.54855,0.152,243.49,1.4,0,0,0,0
"9143",2007-01-07,2019-11-03 08:22:00,0.322,0.158,244.4,1.4,0,0,0,0
"9144",2007-01-07,2019-11-03 08:23:00,0.322,0.162,244.9,1.4,0,0,0,0
"9145",2007-01-07,2019-11-03 08:24:00,0.326,0.16,244.63,1.4,0,0,0,0
"9146",2007-01-07,2019-11-03 08:25:00,0.326,0.162,245.02,1.4,0,0,0,0
"9147",2007-01-07,2019-11-03 08:26:00,0.326,0.17,246.14,1.6,0,0,0,0
"9148",2007-01-07,2019-11-03 08:27:00,0.322,0.162,246.1,1.4,0,0,0,0
"9149",2007-01-07,2019-11-03 08:28:00,0.254,0.058,245.9,1.2,0,0,0,0
"9150",2007-01-07,2019-11-03 08:29:00,0.248,0.052,244.77,1,0,0,0,0
"9151",2007-01-07,2019-11-03 08:30:00,0.244,0.05,244.13,1,0,0,0,0
"9152",2007-01-07,2019-11-03 08:31:00,0.244,0.048,243.9,1,0,0,0,0
"9153",2007-01-07,2019-11-03 08:32:00,0.242,0.046,243.33,1,0,0,0,0
"9154",2007-01-07,2019-11-03 08:33:00,0.553,0.05,243.94,1,0,0,0,0
"9155",2007-01-07,2019-11-03 08:34:00,0.244,0.05,244.35,1,0,0,0,0
"9156",2007-01-07,2019-11-03 08:35:00,0.55275,0.05,244.11,1,0,0,0,0
"9157",2007-01-07,2019-11-03 08:36:00,0.244,0.05,243.88,1,0,0,0,0
"9158",2007-01-07,2019-11-03 08:37:00,0.244,0.05,244.29,1,0,0,0,0
"9159",2007-01-07,2019-11-03 08:38:00,0.55285,0.048,243.59,1,0,0,0,0
"9160",2007-01-07,2019-11-03 08:39:00,0.5529,0.048,243.52,1,0,0,0,0
"9161",2007-01-07,2019-11-03 08:40:00,0.252,0.05,244.04,1.2,0,0,0,0
"9162",2007-01-07,2019-11-03 08:41:00,0.55315,0.052,244.18,1.2,0,0,0,0
"9163",2007-01-07,2019-11-03 08:42:00,0.55285,0.052,244.52,1,0,0,0,0
"9164",2007-01-07,2019-11-03 08:43:00,0.55015,0.05,243.98,1,0,0,0,0
"9165",2007-01-07,2019-11-03 08:44:00,0.5491,0.118,244.37,1.4,0,0,0,0
"9166",2007-01-07,2019-11-03 08:45:00,0.356,0.192,244.6,1.6,0,0,0,0
"9167",2007-01-07,2019-11-03 08:46:00,0.35,0.188,244.15,1.6,0,0,0,0
"9168",2007-01-07,2019-11-03 08:47:00,0.348,0.188,243.95,1.6,0,0,0,0
"9169",2007-01-07,2019-11-03 08:48:00,0.348,0.19,244.27,1.6,0,0,0,0
"9170",2007-01-07,2019-11-03 08:49:00,0.5497,0.19,244.39,1.6,0,0,0,0
"9171",2007-01-07,2019-11-03 08:50:00,0.5497,0.19,244.25,1.6,0,0,0,0
"9172",2007-01-07,2019-11-03 08:51:00,0.344,0.192,244.62,1.6,0,0,0,0
"9173",2007-01-07,2019-11-03 08:52:00,0.344,0.194,244.92,1.6,0,0,0,0
"9174",2007-01-07,2019-11-03 08:53:00,0.348,0.204,246.35,1.6,0,0,0,0
"9175",2007-01-07,2019-11-03 08:54:00,0.354,0.206,246.73,1.6,0,0,0,0
"9176",2007-01-07,2019-11-03 08:55:00,0.35,0.202,245.9,1.6,0,0,0,0
"9177",2007-01-07,2019-11-03 08:56:00,0.5504,0.192,244.57,1.6,0,0,0,0
"9178",2007-01-07,2019-11-03 08:57:00,0.338,0.186,243.68,1.6,0,0,0,0
"9179",2007-01-07,2019-11-03 08:58:00,0.338,0.184,243.31,1.6,0,0,0,0
"9180",2007-01-07,2019-11-03 08:59:00,0.5503,0.186,243.64,1.6,0,0,0,0
"9181",2007-01-07,2019-11-03 09:00:00,0.39,0.232,243.17,2,0,0,0,0
"9182",2007-01-07,2019-11-03 09:01:00,0.316,0.144,242.07,1.4,0,0,0,0
"9183",2007-01-07,2019-11-03 09:02:00,0.5519,0.15,242.94,1.4,0,0,0,0
"9184",2007-01-07,2019-11-03 09:03:00,0.55185,0.152,243.38,1.4,0,0,0,0
"9185",2007-01-07,2019-11-03 09:04:00,0.318,0.15,242.88,1.4,0,0,0,0
"9186",2007-01-07,2019-11-03 09:05:00,0.316,0.15,242.82,1.4,0,0,0,0
"9187",2007-01-07,2019-11-03 09:06:00,0.318,0.154,243.57,1.4,0,0,0,0
"9188",2007-01-07,2019-11-03 09:07:00,0.55105,0.154,243.49,1.4,0,0,0,0
"9189",2007-01-07,2019-11-03 09:08:00,0.55255,0.15,242.79,1.4,0,0,0,0
"9190",2007-01-07,2019-11-03 09:09:00,0.5533,0.098,242.55,1.2,0,0,0,0
"9191",2007-01-07,2019-11-03 09:10:00,0.242,0.046,242.9,1,0,0,0,0
"9192",2007-01-07,2019-11-03 09:11:00,0.55315,0,241.58,1,0,0,0,0
"9193",2007-01-07,2019-11-03 09:12:00,0.24,0,242,1,0,0,0,0
"9194",2007-01-07,2019-11-03 09:13:00,0.55305,0,242.23,1,0,0,0,0
"9195",2007-01-07,2019-11-03 09:14:00,0.55305,0.05,243.78,1,0,0,0,0
"9196",2007-01-07,2019-11-03 09:15:00,0.55475,0.13,244.14,1.6,0,0,0,0
"9197",2007-01-07,2019-11-03 09:16:00,0.5568,0.168,242.46,1.6,0,2,0,0
"9198",2007-01-07,2019-11-03 09:17:00,0.55875,0.164,241.88,1.4,0,1,0,0
"9199",2007-01-07,2019-11-03 09:18:00,0.324,0.168,242.67,1.6,0,1,0,0
"9200",2007-01-07,2019-11-03 09:19:00,0.328,0.172,243.38,1.6,0,2,0,0
"9201",2007-01-07,2019-11-03 09:20:00,0.328,0.176,243.9,1.6,0,1,0,0
"9202",2007-01-07,2019-11-03 09:21:00,0.5666,0.178,244.31,1.6,0,2,0,0
"9203",2007-01-07,2019-11-03 09:22:00,0.33,0.18,244.78,1.6,0,1,0,0
"9204",2007-01-07,2019-11-03 09:23:00,0.332,0.18,244.66,1.6,0,2,0,0
"9205",2007-01-07,2019-11-03 09:24:00,0.5716,0.178,244.33,1.6,0,1,0,0
"9206",2007-01-07,2019-11-03 09:25:00,0.5711,0.18,244.53,1.6,0,2,0,0
"9207",2007-01-07,2019-11-03 09:26:00,0.5718,0.226,244.45,1.8,0,1,0,0
"9208",2007-01-07,2019-11-03 09:27:00,0.438,0.316,244.23,2.2,0,1,0,0
"9209",2007-01-07,2019-11-03 09:28:00,0.57615,0.314,243.96,2.2,0,2,0,0
"9210",2007-01-07,2019-11-03 09:29:00,0.43,0.316,244.23,2.2,0,1,0,0
"9211",2007-01-07,2019-11-03 09:30:00,0.58035,0.32,244.72,2.2,0,1,0,0
"9212",2007-01-07,2019-11-03 09:31:00,0.5824,0.318,244.37,2.2,0,2,0,0
"9213",2007-01-07,2019-11-03 09:32:00,0.42,0.308,242.93,2.2,0,1,0,0
"9214",2007-01-07,2019-11-03 09:33:00,0.58605,0.308,243.11,2.2,0,1,0,0
"9215",2007-01-07,2019-11-03 09:34:00,0.5876,0.306,242.71,2,0,2,0,0
"9216",2007-01-07,2019-11-03 09:35:00,0.5892,0.308,243.28,2,0,1,0,0
"9217",2007-01-07,2019-11-03 09:36:00,0.412,0.308,243.03,2,0,1,0,0
"9218",2007-01-07,2019-11-03 09:37:00,0.414,0.31,243.57,2,0,2,0,0
"9219",2007-01-07,2019-11-03 09:38:00,0.414,0.31,243.74,2,0,1,0,0
"9220",2007-01-07,2019-11-03 09:39:00,0.59685,0.312,243.81,2.2,0,1,0,0
"9221",2007-01-07,2019-11-03 09:40:00,0.42,0.32,244.79,2.2,0,1,0,0
"9222",2007-01-07,2019-11-03 09:41:00,0.60115,0.35,244.74,2.4,0,2,0,0
"9223",2007-01-07,2019-11-03 09:42:00,0.492,0.396,243.93,2.6,0,1,0,0
"9224",2007-01-07,2019-11-03 09:43:00,0.61165,0.208,242.98,2.6,0,1,0,0
"9225",2007-01-07,2019-11-03 09:44:00,0.658,0.146,242.89,2.8,0,0,0,0
"9226",2007-01-07,2019-11-03 09:45:00,0.462,0.152,242.4,2.2,0,0,0,0
"9227",2007-01-07,2019-11-03 09:46:00,0.6269,0.158,241.6,2,0,0,0,0
"9228",2007-01-07,2019-11-03 09:47:00,0.446,0.164,242.67,2.2,0,0,0,0
"9229",2007-01-07,2019-11-03 09:48:00,0.6332,0.156,241.14,2,0,0,0,0
"9230",2007-01-07,2019-11-03 09:49:00,0.63715,0.154,240.97,2,0,0,0,0
"9231",2007-01-07,2019-11-03 09:50:00,0.642,0.16,241.68,2,0,0,0,0
"9232",2007-01-07,2019-11-03 09:51:00,0.6461,0.114,241.72,2,0,0,0,0
"9233",2007-01-07,2019-11-03 09:52:00,0.364,0.054,241.47,1.8,0,0,0,0
"9234",2007-01-07,2019-11-03 09:53:00,0.6524,0.06,242.59,1.8,0,0,0,0
"9235",2007-01-07,2019-11-03 09:54:00,0.38,0.068,244.15,1.8,0,0,0,0
"9236",2007-01-07,2019-11-03 09:55:00,0.382,0.072,244.79,1.8,0,0,0,0
"9237",2007-01-07,2019-11-03 09:56:00,0.382,0.072,245.11,1.8,0,0,0,0
"9238",2007-01-07,2019-11-03 09:57:00,0.378,0.07,244.64,1.8,0,0,0,0
"9239",2007-01-07,2019-11-03 09:58:00,0.378,0.072,245.17,1.8,0,0,0,0
"9240",2007-01-07,2019-11-03 09:59:00,0.374,0.068,244.58,1.8,0,0,0,0
"19081",2007-01-14,2019-11-03 06:00:00,0.342,0.148,242.36,1.6,0,0,0,0
"19082",2007-01-14,2019-11-03 06:01:00,1.372,0.13,240.39,7.2,0,0,0,0
"19083",2007-01-14,2019-11-03 06:02:00,1.41095,0.114,239.17,9.8,0,0,0,0
"19084",2007-01-14,2019-11-03 06:03:00,2.398,0.118,239.99,10,0,0,0,0
"19085",2007-01-14,2019-11-03 06:04:00,0.664,0.142,241.75,3.8,0,0,0,0
"19086",2007-01-14,2019-11-03 06:05:00,1.42465,0.142,242.01,3.2,0,0,0,0
"19087",2007-01-14,2019-11-03 06:06:00,1.412,0.068,239.84,6,0,0,0,0
"19088",2007-01-14,2019-11-03 06:07:00,1.4637,0,238.6,11.8,0,0,0,0
"19089",2007-01-14,2019-11-03 06:08:00,3.486,0,237.84,14.6,0,0,0,0
"19090",2007-01-14,2019-11-03 06:09:00,2.638,0,238.98,11.8,0,0,0,0
"19091",2007-01-14,2019-11-03 06:10:00,1.416,0,240.23,5.8,0,0,0,0
"19092",2007-01-14,2019-11-03 06:11:00,1.418,0,240.2,5.8,0,0,0,0
"19093",2007-01-14,2019-11-03 06:12:00,1.758,0,239.29,8,0,0,0,0
"19094",2007-01-14,2019-11-03 06:13:00,1.6487,0,237.44,14.4,0,0,0,0
"19095",2007-01-14,2019-11-03 06:14:00,1.6778,0,237.78,14.4,0,0,0,0
"19096",2007-01-14,2019-11-03 06:15:00,1.7133,0,239.17,9.4,0,0,0,0
"19097",2007-01-14,2019-11-03 06:16:00,1.406,0,239.3,5.8,0,0,0,0
"19098",2007-01-14,2019-11-03 06:17:00,1.406,0,239.34,5.8,0,0,0,0
"19099",2007-01-14,2019-11-03 06:18:00,1.7703,0,239.67,6.8,0,0,0,0
"19100",2007-01-14,2019-11-03 06:19:00,1.80015,0,237.83,14.6,0,0,0,0
"19101",2007-01-14,2019-11-03 06:20:00,3.51,0.078,238.21,14.6,0,0,0,0
"19102",2007-01-14,2019-11-03 06:21:00,2.366,0.088,238.84,10.8,0,0,0,0
"19103",2007-01-14,2019-11-03 06:22:00,1.304,0.106,240.63,5.4,0,0,0,0
"19104",2007-01-14,2019-11-03 06:23:00,1.17,0.11,241.27,4.8,0,0,0,0
"19105",2007-01-14,2019-11-03 06:24:00,1.166,0.108,241,4.8,0,0,0,0
"19106",2007-01-14,2019-11-03 06:25:00,3.168,0.084,238.83,13.2,0,0,0,0
"19107",2007-01-14,2019-11-03 06:26:00,3.192,0.082,238.65,13.2,0,0,0,0
"19108",2007-01-14,2019-11-03 06:27:00,1.806,0.1,240.39,8.4,0,0,0,0
"19109",2007-01-14,2019-11-03 06:28:00,2.0572,0.11,240.61,5.6,0,0,0,0
"19110",2007-01-14,2019-11-03 06:29:00,1.45,0.236,240.36,6,0,0,0,0
"19111",2007-01-14,2019-11-03 06:30:00,1.824,0.228,239.6,8.4,0,0,0,0
"19112",2007-01-14,2019-11-03 06:31:00,2.0771,0.206,237.37,14,0,0,0,0
"19113",2007-01-14,2019-11-03 06:32:00,2.14265,0.194,237.55,12.6,0,0,0,0
"19114",2007-01-14,2019-11-03 06:33:00,2.1576,0.132,240.25,5.6,0,0,0,0
"19115",2007-01-14,2019-11-03 06:34:00,2.15695,0.136,240.91,1.4,0,0,0,0
"19116",2007-01-14,2019-11-03 06:35:00,0.316,0.144,242.93,1.4,0,0,0,0
"19117",2007-01-14,2019-11-03 06:36:00,2.0672,0.138,242.07,2.8,0,0,0,0
"19118",2007-01-14,2019-11-03 06:37:00,2.388,0.112,240.43,9.8,0,0,0,0
"19119",2007-01-14,2019-11-03 06:38:00,2.35,0.106,238.92,9.8,0,0,0,0
"19120",2007-01-14,2019-11-03 06:39:00,0.854,0.126,240.4,5.2,0,0,0,0
"19121",2007-01-14,2019-11-03 06:40:00,2.14105,0.138,241.88,1.4,0,0,0,0
"19122",2007-01-14,2019-11-03 06:41:00,2.11445,0.136,241.52,1.4,0,0,0,0
"19123",2007-01-14,2019-11-03 06:42:00,0.392,0.138,242.12,2.4,0,0,0,0
"19124",2007-01-14,2019-11-03 06:43:00,2.06405,0.108,239.83,9.8,0,0,0,0
"19125",2007-01-14,2019-11-03 06:44:00,2.306,0,240.57,9.6,0,0,0,0
"19126",2007-01-14,2019-11-03 06:45:00,2.10255,0,242.73,4.4,0,0,0,0
"19127",2007-01-14,2019-11-03 06:46:00,2.0727,0,243.71,1,0,0,0,0
"19128",2007-01-14,2019-11-03 06:47:00,0.218,0,243.97,1,0,0,0,0
"19129",2007-01-14,2019-11-03 06:48:00,0.758,0,243.42,4.8,0,0,0,0
"19130",2007-01-14,2019-11-03 06:49:00,2.304,0,241.34,9.4,0,0,0,0
