Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2009-01-12,3:25:00 PM,0.7922,0.22,247.62,2.6,0,1,1
2009-01-12,3:26:00 PM,0.604,0.218,247.42,2.6,0,2,0
2009-01-12,3:27:00 PM,0.66752,0.216,246.85,2.6,0,1,1
2009-01-12,3:28:00 PM,1.60728,0.212,246.39,2.6,0,1,1
2009-01-12,3:29:00 PM,1.38009,0.214,246.42,2.6,0,2,0
2009-01-12,3:30:00 PM,1.03657,0.214,246.67,2.6,0,1,1
2009-01-12,3:31:00 PM,0.78995,0.094,246.58,2.2,0,1,1
2009-01-12,3:32:00 PM,0.7899,0.072,246.68,2,0,1,0
2009-01-12,3:33:00 PM,1.4788,0.072,246.94,2,0,2,1
2009-01-12,3:34:00 PM,2.09979,0.072,246.94,2,0,1,1
2009-01-12,3:35:00 PM,0.78825,0,246.5,2,0,1,0
2009-01-12,3:36:00 PM,0.78825,0,243.96,2.2,0,0,1
2009-01-12,3:37:00 PM,0.78965,0,244.08,2,0,0,1
2009-01-12,3:38:00 PM,1.15717,0,243.9,2,0,0,0
2009-01-12,3:39:00 PM,0.506,0,243.43,2,0,0,1
2009-01-12,3:40:00 PM,1.39694,0,243.52,2,0,0,1
2009-01-12,3:41:00 PM,0.64759,0,243.76,2,0,0,0
2009-01-12,3:42:00 PM,0.496,0,243.86,2,0,0,1
2009-01-12,3:43:00 PM,2.25031,0,244.23,2,0,0,1
2009-01-12,3:44:00 PM,2.71608,0.046,244.81,2,0,0,0
2009-01-12,3:45:00 PM,1.74957,0,244.58,2,0,0,1
2009-01-12,3:46:00 PM,2.20088,0,243.34,2,0,0,1
2009-01-12,3:47:00 PM,0.803,0,243.18,2,0,0,0
2009-01-12,3:48:00 PM,1.05779,0,243.55,2,0,0,1
2009-01-12,3:49:00 PM,0.462,0,243.59,2,0,0,1
2009-01-12,3:50:00 PM,0.424,0.062,244.23,1.8,0,0,0
2009-01-12,3:51:00 PM,0.50683,0.06,245.32,1.8,0,0,1
2009-01-12,3:52:00 PM,3.71824,0.06,244.9,1.8,0,0,1
2009-01-12,3:53:00 PM,0.7911,0.06,244.95,1.8,0,0,0
2009-01-12,3:54:00 PM,0.434,0.06,245.15,1.8,0,0,1
2009-01-12,3:55:00 PM,0.7869,0.05,245.95,2.2,0,0,1
2009-01-12,3:56:00 PM,0.7842,0.08,245.65,2.2,0,0,0
2009-01-12,3:57:00 PM,0.78145,0.082,246,2.2,0,0,1
2009-01-12,3:58:00 PM,0.53,0.08,245.58,2.2,0,0,1
2009-01-12,3:59:00 PM,1.89076,0.08,245.68,2.2,0,0,0
2009-01-12,4:00:00 PM,0.82468,0.08,245.19,2.2,0,0,1
2009-01-12,4:01:00 PM,0.532,0.08,245.22,2.2,0,0,1
2009-01-12,4:02:00 PM,0.522,0.078,244.83,2.2,0,0,0
2009-01-12,4:03:00 PM,0.76985,0.074,245.07,2.8,0,0,1
2009-01-12,4:04:00 PM,1.816,0.058,244.36,4.6,0,0,1
2009-01-12,4:05:00 PM,2.79722,0.056,244.06,4.6,0,0,0
2009-01-12,4:06:00 PM,1.126,0.056,243.7,4.6,0,0,1
2009-01-12,4:07:00 PM,1.31525,0.06,244.46,4.6,0,0,1
2009-01-12,4:08:00 PM,0.8348,0.058,244.38,4.6,0,0,0
2009-01-12,4:09:00 PM,2.7925,0.058,244.33,4.6,0,0,1
2009-01-12,4:10:00 PM,1.60942,0.054,245.02,4.6,0,0,1
2009-01-12,4:11:00 PM,1.042,0.078,245.63,4.2,0,0,0
2009-01-12,4:12:00 PM,1.038,0.078,244.87,4.2,0,0,1
2009-01-12,4:13:00 PM,0.9004,0.078,244.97,4.2,0,0,1
2009-01-12,4:14:00 PM,0.91395,0.076,245.69,4.2,0,0,1
2009-01-12,4:15:00 PM,2.56393,0.056,245.94,4,0,0,0
2009-01-12,4:16:00 PM,0.9392,0.056,245.52,4,0,0,1
2009-01-12,4:17:00 PM,2.55296,0.056,245.48,4,0,0,1
2009-01-12,4:18:00 PM,2.26065,0.058,245.41,4,0,0,0
2009-01-12,4:19:00 PM,0.982,0.056,245.5,4,0,0,1
2009-01-12,4:20:00 PM,0.988,0.06,245.2,4,0,0,1
2009-01-12,4:21:00 PM,1.04,0.076,245.49,4.2,0,0,0
2009-01-12,4:22:00 PM,3.06623,0.076,245.69,4.2,0,0,1
2009-01-12,4:23:00 PM,2.32264,0.076,245.84,4.2,0,0,1
2009-01-12,4:24:00 PM,1.032,0.078,244.95,4.2,0,0,0
2009-01-12,4:25:00 PM,1.0551,0.078,244.64,4.2,0,0,1
2009-01-12,4:26:00 PM,1.02,0.08,243.01,4.2,0,0,1
2009-01-12,4:27:00 PM,1.024,0.082,243.23,4.2,0,0,0
2009-01-12,4:28:00 PM,1.084,0,242.85,4.4,0,0,1
2009-01-12,4:29:00 PM,1.11225,0,242.55,4.6,0,0,1
2009-01-12,4:30:00 PM,2.3658,0,242.88,4.6,0,0,0
2009-01-12,4:31:00 PM,2.01178,0,243.79,4.6,0,0,1
2009-01-12,4:32:00 PM,0.17013,0,243.98,4.6,0,0,1
2009-01-12,4:33:00 PM,2.80378,0,244.39,4.6,0,0,0
2009-01-12,4:34:00 PM,3.58065,0,245.14,4.6,0,0,1
2009-01-12,4:35:00 PM,1.232,0.172,244.85,5,0,0,1
2009-01-12,4:36:00 PM,3.36513,0.17,244.97,5,0,0,0
2009-01-12,4:37:00 PM,1.208,0.172,245.23,5,0,0,1
2009-01-12,4:38:00 PM,1.198,0.172,245.31,4.8,0,0,1
2009-01-12,4:39:00 PM,2.59787,0.17,244.67,4.8,0,0,0
2009-01-12,4:40:00 PM,1.2982,0.17,245.03,4.8,0,0,1
2009-01-12,4:41:00 PM,1.194,0.17,245.09,4.8,0,0,1
2009-01-12,4:42:00 PM,4.37728,0.072,245.01,4.6,0,0,0
2009-01-12,4:43:00 PM,1.128,0.06,244.32,4.6,0,0,1
2009-01-12,4:44:00 PM,1.05464,0.06,244.28,4.6,0,0,1
2009-01-12,4:45:00 PM,1.132,0.06,244.54,4.6,0,0,0
2009-01-12,4:46:00 PM,2.6701,0.058,243.66,4.6,0,0,1
2009-01-12,4:47:00 PM,1.104,0.058,243.59,4.6,0,0,1
2009-01-12,4:48:00 PM,1.104,0.058,243.64,4.6,0,0,0
2009-01-12,4:49:00 PM,2.2838,0.058,243.94,4.6,0,0,1
2009-01-12,4:50:00 PM,1.102,0,243.95,4.4,0,0,1
2009-01-12,4:51:00 PM,2.52915,0.078,244.34,4.2,0,0,0
2009-01-12,4:52:00 PM,3.20438,0.078,243.9,4.2,0,0,1
2009-01-12,4:53:00 PM,1.014,0.078,243.61,4.2,0,0,1
2009-01-12,4:54:00 PM,1.3365,0.08,242.72,4.2,0,0,0
2009-01-12,4:55:00 PM,1.33665,0.082,241.61,4.2,0,0,1
2009-01-12,4:56:00 PM,2.56011,0.082,241.02,4.2,0,0,1
2009-01-12,4:57:00 PM,2.01158,0.084,240.4,4.2,0,0,0
2009-01-12,4:58:00 PM,1.3376,0.082,239.98,4.2,0,0,1
2009-01-12,4:59:00 PM,1.002,0.082,240.45,4.2,0,0,1
2009-01-12,5:00:00 PM,0.998,0.082,240.56,4.2,0,0,0
2009-01-12,5:01:00 PM,0.994,0.082,240.24,4.2,0,0,1
2009-01-12,5:02:00 PM,0.996,0.082,240.54,4.2,0,0,1
2009-01-12,5:03:00 PM,1.3348,0.08,242.77,4.2,0,0,0
2009-01-12,5:04:00 PM,1.01,0.08,242.59,4.2,0,0,1
2009-01-12,5:05:00 PM,1.3337,0.082,241.52,4.2,0,0,1
2009-01-12,5:06:00 PM,1.33345,0.082,241.47,4.2,0,0,0
2009-01-12,5:07:00 PM,1.52892,0.082,241.06,4.2,0,0,1
2009-01-12,5:08:00 PM,2.4038,0.082,240.87,4.2,0,0,1
2009-01-12,5:09:00 PM,1.32805,0.082,240.69,4.2,0,0,0
2009-01-12,5:10:00 PM,1.60028,0.08,241.4,4,0,0,1
2009-01-12,5:11:00 PM,0.99,0.08,241.38,4,0,0,0
2009-01-12,5:12:00 PM,0.994,0.082,241,4.2,0,0,1
2009-01-12,5:13:00 PM,0.998,0.082,240.69,4.2,0,0,1
2009-01-12,5:14:00 PM,2.89993,0.058,240.45,4.2,0,0,0
2009-01-12,5:15:00 PM,1.65386,0.05,240.34,4.6,0,0,1
2009-01-12,5:16:00 PM,1.1,0.05,240.85,4.6,0,0,1
2009-01-12,5:17:00 PM,1.098,0.05,241.01,4.6,0,0,0
2009-01-12,5:18:00 PM,1.1,0.052,241.48,4.6,0,0,1
2009-01-12,5:19:00 PM,1.108,0.05,241.46,4.6,0,0,1
2009-01-12,5:20:00 PM,1.094,0.052,240.9,4.6,0,0,0
2009-01-12,5:21:00 PM,1.186,0.154,242.02,5,0,0,1
2009-01-12,5:22:00 PM,1.164,0.158,241.95,4.8,0,0,1
2009-01-12,5:23:00 PM,1.166,0.16,242.14,4.8,0,0,0
2009-01-12,5:24:00 PM,2.20981,0.156,241.51,4.8,0,0,1
2009-01-12,5:25:00 PM,1.3029,0.156,241.42,5,0,0,1
2009-01-12,5:26:00 PM,1.154,0.154,241.1,4.8,0,0,0
2009-01-12,5:27:00 PM,1.018,0.18,241.53,4.2,0,0,1
2009-01-12,5:28:00 PM,2.03345,0.186,241.61,4.2,0,0,1
2009-01-12,5:29:00 PM,2.48863,0.188,242.06,4.2,0,0,0
2009-01-12,5:30:00 PM,0.974,0.132,242.18,4,0,0,1
2009-01-12,5:31:00 PM,0.916,0.054,242.05,3.8,0,0,1
2009-01-12,5:32:00 PM,1.28895,0.122,242.26,4,0,0,0
2009-01-12,5:33:00 PM,1.60377,0.184,242.11,4,0,1,1
2009-01-12,5:34:00 PM,1.006,0.134,241.51,4.2,0,1,1
2009-01-12,5:35:00 PM,2.80021,0.066,240.76,4,0,1,0
2009-01-12,5:36:00 PM,3.40239,0.07,242.03,4,0,2,1
2009-01-12,5:37:00 PM,3.81379,0.07,242.62,4,0,1,1
2009-01-12,5:38:00 PM,2.1227,0.07,242.54,4,0,2,0
2009-01-12,5:39:00 PM,2.0621,0.07,242.4,4,0,1,1
2009-01-12,5:40:00 PM,0.956,0.074,242.99,4,0,1,1
2009-01-12,5:41:00 PM,1.52158,0.07,242.01,4,0,2,0
2009-01-12,5:42:00 PM,1.2792,0.068,242.27,4,0,1,1
2009-01-12,5:43:00 PM,0.982,0.066,242.34,4,0,2,1
2009-01-12,5:44:00 PM,1.97565,0.136,242.04,5,0,1,3
2009-01-12,5:45:00 PM,1.29292,0.25,241.59,6.4,0,2,10
2009-01-12,5:46:00 PM,1.95158,0.246,241.38,6.6,0,1,11
2009-01-12,5:47:00 PM,1.602,0.248,241.71,6.6,0,1,11
2009-01-12,5:48:00 PM,2.50816,0.246,241.66,6.6,0,2,11
2009-01-12,5:49:00 PM,1.15,0.12,242.38,5,0,1,5
2009-01-12,5:50:00 PM,1.3434,0.068,242.21,4,0,1,0
2009-01-12,5:51:00 PM,1.09383,0.07,242.3,3.8,0,2,1
2009-01-12,5:52:00 PM,0.94,0.072,242.22,3.8,0,1,0
2009-01-12,5:53:00 PM,1.33935,0.072,242.41,3.8,0,1,1
2009-01-12,5:54:00 PM,1.338,0.104,241.88,4,0,1,1
2009-01-12,5:55:00 PM,1.3365,0.208,242.31,4.4,0,2,0
2009-01-12,5:56:00 PM,2.31089,0.21,242.73,4.4,0,1,1
2009-01-12,5:57:00 PM,1.026,0.214,242.46,4.2,0,1,1
2009-01-12,5:58:00 PM,1.024,0.212,241.64,4.2,0,1,0
2009-01-12,5:59:00 PM,1.004,0.182,241.48,4.2,0,1,1
2009-01-12,6:00:00 PM,3.27059,0.092,242.2,4,0,0,1
2009-01-12,6:01:00 PM,2.9537,0.094,242.49,4,0,0,0
2009-01-12,6:02:00 PM,0.95,0.094,242.86,4,0,0,1
2009-01-12,6:03:00 PM,0.984,0.094,242.88,4,0,0,1
2009-01-12,6:04:00 PM,0.952,0.094,242.96,4,0,0,0
2009-01-12,6:05:00 PM,0.934,0.098,242.73,3.8,0,0,1
2009-01-12,6:06:00 PM,1.2921,0.104,243.78,3.8,0,0,1
2009-01-12,6:07:00 PM,1.206,0.1,241.93,5,0,0,0
2009-01-12,6:08:00 PM,1.3015,0.108,241.82,5,0,0,1
2009-01-12,6:09:00 PM,1.562,0.122,242.28,6.4,0,0,1
2009-01-12,6:10:00 PM,1.3324,0,242.76,6.8,0,0,0
2009-01-12,6:11:00 PM,1.99291,0,242.85,6.6,0,0,1
2009-01-12,6:12:00 PM,1.3668,0,242.18,6.6,0,0,1
2009-01-12,6:13:00 PM,1.612,0,240.97,6.6,0,0,0
2009-01-12,6:14:00 PM,1.694,0.082,240.54,7,0,0,1
2009-01-12,6:15:00 PM,2.80583,0.092,241.3,7,0,0,1
2009-01-12,6:16:00 PM,1.43675,0.092,240.9,7,0,0,0
2009-01-12,6:17:00 PM,2.82707,0.086,240.58,8.6,0,0,1
2009-01-12,6:18:00 PM,1.5063,0.086,240.79,8.6,0,0,1
2009-01-12,6:19:00 PM,2.01,0.088,240.91,8.2,0,0,0
2009-01-12,6:20:00 PM,1.54645,0.086,240.23,8.2,0,0,1
2009-01-12,6:21:00 PM,4.31776,0.09,240.81,7.4,0,0,1
2009-01-12,6:22:00 PM,3.1107,0.092,240.56,6.8,0,0,0
2009-01-12,6:23:00 PM,2.93402,0.096,240.93,5.8,0,0,1
2009-01-12,6:24:00 PM,2.48107,0.094,240.69,5.6,0,0,1
2009-01-12,6:25:00 PM,1.95022,0.096,241.1,5.8,0,0,0
2009-01-12,6:26:00 PM,1.382,0.09,240.71,5.6,0,0,1
2009-01-12,6:27:00 PM,4.6101,0,239.99,5.6,0,0,1
2009-01-12,6:28:00 PM,3.47699,0,240.13,5.6,0,0,0
2009-01-12,6:29:00 PM,3.37623,0,240.3,5.6,0,0,1
2009-01-12,6:30:00 PM,1.5943,0,239.91,5.6,0,0,0
2009-01-12,6:31:00 PM,1.60485,0,240.36,5.6,0,0,1
2009-01-12,6:32:00 PM,2.72848,0,239.9,5.6,0,0,1
2009-01-12,6:33:00 PM,1.72505,0,240.44,5.6,0,0,0
2009-01-12,6:34:00 PM,1.406,0,240.7,5.8,0,0,1
2009-01-12,6:35:00 PM,1.6471,0.118,241.14,6,0,0,1
2009-01-12,6:36:00 PM,1.478,0.116,241.14,6.2,0,0,0
2009-01-12,6:37:00 PM,3.46468,0.118,241.09,6,0,0,1
2009-01-12,6:38:00 PM,1.67995,0.12,240.87,6,0,0,1
2009-01-12,6:39:00 PM,1.6938,0.122,241.05,6.4,0,0,0
2009-01-12,6:40:00 PM,4.24474,0.118,240.63,7,0,0,1
2009-01-12,6:41:00 PM,3.25874,0.116,239.8,7,0,0,1
2009-01-12,6:42:00 PM,1.184,0.098,237.8,5,0,0,0
2009-01-12,6:43:00 PM,1.74445,0.106,240.52,5.2,0,0,1
2009-01-12,6:44:00 PM,1.75195,0.104,240.4,5.2,0,0,1
2009-01-12,6:45:00 PM,1.75985,0.104,240.37,5.2,0,0,0
2009-01-12,6:46:00 PM,1.234,0.1,239.33,5.2,0,0,1
2009-01-12,6:47:00 PM,1.232,0.1,238.99,5.2,0,0,1
2009-01-12,6:48:00 PM,2.80033,0.102,238.73,6.2,0,0,0
2009-01-12,6:49:00 PM,2.72496,0.108,238.87,7.4,0,0,1
2009-01-12,6:50:00 PM,3.49683,0,238.06,7,0,0,0
2009-01-12,6:51:00 PM,1.781,0,237.89,7,0,0,1
2009-01-12,6:52:00 PM,3.54881,0,238.49,7,0,0,1
2009-01-12,6:53:00 PM,1.704,0,240.53,7,0,0,0
2009-01-12,6:54:00 PM,2.60242,0,240.19,7,0,0,1
2009-01-12,6:55:00 PM,4.54701,0,240.06,7,0,0,1
2009-01-12,6:56:00 PM,1.785,0,239.33,7,0,0,0
2009-01-12,6:57:00 PM,3.1205,0,238.64,7,0,0,1
2009-01-12,6:58:00 PM,3.02908,0,238.76,7,0,0,1
2009-01-12,6:59:00 PM,2.10825,0,238.96,7,0,0,0
2009-01-12,7:00:00 PM,1.74775,0,239.18,7,0,0,1
2009-01-12,7:01:00 PM,5.16775,0,238.78,7,0,0,1
2009-01-12,7:02:00 PM,3.65408,0,239.36,7,0,0,0
2009-01-12,7:03:00 PM,1.05763,0,240.56,7,0,0,1
2009-01-12,7:04:00 PM,1.694,0,240.26,7,0,0,1
2009-01-12,7:05:00 PM,1.76925,0,239.53,7,0,0,0
2009-01-12,7:06:00 PM,3.15244,0,239.44,7.2,0,0,1
2009-01-12,7:07:00 PM,1.708,0.084,239.7,7.2,0,0,0
2009-01-12,7:08:00 PM,1.746,0.08,238.76,7.2,0,0,1
2009-01-12,7:09:00 PM,1.80735,0.084,240.06,7.2,0,0,1
2009-01-12,7:10:00 PM,0.86816,0.084,240.52,7.2,0,0,0
2009-01-12,7:11:00 PM,1.82725,0.084,240.03,7.2,0,0,1
2009-01-12,7:12:00 PM,1.0467,0.082,239.43,7.2,0,0,1
2009-01-12,7:13:00 PM,1.84425,0.082,238.6,6.8,0,0,0
2009-01-12,7:14:00 PM,2.03253,0.148,238.23,8.6,0,0,1
2009-01-12,7:15:00 PM,3.52634,0.204,237.85,10.4,0,0,1
2009-01-12,7:16:00 PM,4.13196,0.202,238.27,10.2,0,0,0
2009-01-12,7:17:00 PM,0.82254,0.202,238.31,10.2,0,0,1
2009-01-12,7:18:00 PM,2.49934,0.204,238.64,10.2,0,0,1
2009-01-12,7:19:00 PM,3.17763,0.204,238.53,10.2,0,0,0
2009-01-12,7:20:00 PM,1.9968,0.206,239.07,10.2,0,0,1
2009-01-12,7:21:00 PM,2.47,0.24,238.97,10.4,0,0,0
2009-01-12,7:22:00 PM,3.86,0.514,236.77,16.6,0,0,1
2009-01-12,7:23:00 PM,3.714,0.49,237.53,15.8,0,0,1
2009-01-12,7:24:00 PM,4.68027,0.468,238.42,15.6,0,0,0
2009-01-12,7:25:00 PM,2.2646,0.44,238.64,15.4,0,0,1
2009-01-12,7:26:00 PM,4.12375,0.274,238.47,13.8,0,0,1
2009-01-12,7:27:00 PM,2.076,0.108,239.35,8.6,0,0,0
2009-01-12,7:28:00 PM,2.72405,0.114,240.01,8.6,0,0,1
2009-01-12,7:29:00 PM,2.68112,0.104,241.01,7,0,0,1
2009-01-12,7:30:00 PM,3.53727,0.104,241.11,7.6,0,0,0
2009-01-12,7:31:00 PM,1.686,0,241.76,7,0,0,1
2009-01-12,7:32:00 PM,4.17899,0,242.76,6.2,0,0,1
2009-01-12,7:33:00 PM,1.22333,0,242.9,6.2,0,0,0
2009-01-12,7:34:00 PM,2.3399,0,242.54,6,0,0,1
2009-01-12,7:35:00 PM,2.3347,0,241.86,6,0,0,1
2009-01-12,7:36:00 PM,4.87833,0,241.67,6,0,0,0
2009-01-12,7:37:00 PM,2.3248,0,241.82,6,0,0,1
2009-01-12,7:38:00 PM,1.7203,0,241.98,6,0,0,1
2009-01-12,7:39:00 PM,2.31555,0,242.05,6.2,0,0,0
2009-01-12,7:40:00 PM,2.31055,0,241.8,6,0,0,1
2009-01-12,7:41:00 PM,1.49,0,242.37,6,0,0,1
2009-01-12,7:42:00 PM,4.51688,0,242.15,6.2,0,0,0
2009-01-12,7:43:00 PM,3.87984,0.198,241,12,0,0,1
2009-01-12,7:44:00 PM,4.29331,0.182,241.75,7.8,0,0,1
2009-01-12,7:45:00 PM,2.3356,0,241.42,7.4,0,0,0
2009-01-12,7:46:00 PM,3.01287,0.128,240.3,11.6,0,0,1
2009-01-12,7:47:00 PM,2.084,0,241.21,8.8,0,0,0
2009-01-12,7:48:00 PM,2.38235,0.158,241.13,10.4,0,0,1
2009-01-12,7:49:00 PM,2.9976,0.23,241.21,11.6,0,0,1
2009-01-12,7:50:00 PM,2.4195,0.124,242.21,10,0,0,0
2009-01-12,7:51:00 PM,2.41345,0,243.61,6.2,0,0,1
2009-01-12,7:52:00 PM,2.44235,0.276,242.5,12.2,0,0,1
2009-01-12,7:53:00 PM,1.848,0.092,243.9,8.4,0,0,0
2009-01-12,7:54:00 PM,2.44975,0.214,243.65,9.2,0,0,1
2009-01-12,7:55:00 PM,1.62347,0.054,244.34,5,0,0,1
2009-01-12,7:56:00 PM,2.3917,0.218,243.98,5.6,0,0,0
2009-01-12,7:57:00 PM,1.352,0.246,243.88,5.6,0,2,1
2009-01-12,7:58:00 PM,2.33735,0.248,244.4,5.6,0,1,1
2009-01-12,7:59:00 PM,2.3104,0.246,243.77,5.6,0,1,0
2009-01-12,8:00:00 PM,2.2833,0.244,243.52,5.6,0,2,1
2009-01-12,8:01:00 PM,1.348,0.242,243.33,5.6,0,1,1
2009-01-12,8:02:00 PM,2.19305,0.26,243.86,5.6,0,2,0
2009-01-12,8:03:00 PM,2.13555,0.346,243.06,6,0,1,1
2009-01-12,8:04:00 PM,2.30927,0.344,242.62,6,0,1,1
2009-01-12,8:05:00 PM,2.0232,0.346,243.05,6,0,2,0
2009-01-12,8:06:00 PM,1.9784,0.344,242.65,5.8,0,1,1
2009-01-12,8:07:00 PM,1.9617,0.346,242.99,5.8,0,2,1
2009-01-12,8:08:00 PM,1.406,0.346,243.04,5.8,0,1,0
